mapId;cellId;gfxId;movement;active
1072;308;7501;1;1
1072;320;7503;1;1
1072;359;7500;1;1
1072;383;7504;1;1
1072;404;7500;1;1
1072;432;7500;1;1
1072;442;7504;1;1
1072;445;7500;1;1
1072;463;7500;1;1
1073;179;7501;1;1
1073;180;7502;1;1
1073;200;7504;1;1
1073;225;7501;1;1
1073;251;7501;1;1
1073;264;7500;1;1
1073;267;7501;1;1
1073;283;7502;1;1
1073;295;7500;1;1
1073;307;7503;1;1
1073;323;7500;1;1
1073;325;7500;1;1
1073;345;7500;1;1
1073;375;7500;1;1
1073;417;7500;1;1
1073;430;7501;1;1
1073;462;7500;1;1
1074;38;7514;4;1
1074;54;7500;1;1
1074;68;7514;4;1
1074;363;7502;1;1
1074;423;7514;4;1
1074;438;7514;4;1
1074;451;7514;4;1
1074;474;7500;1;1
1075;130;7003;1;1
1075;174;7003;1;1
1076;154;7035;1;1
1076;168;7003;1;1
1076;220;7003;1;1
1079;200;7500;1;1
1079;219;7502;1;1
1079;228;7502;1;1
1079;289;7500;1;1
1079;295;7500;1;1
1079;329;7500;1;1
1079;346;7501;1;1
1079;382;7500;1;1
1079;384;7500;1;1
1079;394;7500;1;1
1079;417;7500;1;1
1079;437;7501;1;1
1079;440;7501;1;1
1079;445;7501;1;1
1079;453;7502;1;1
1080;22;7511;4;1
1080;54;7511;4;1
1080;67;7511;4;1
1080;68;7501;1;1
1080;97;7534;4;1
1080;161;7501;1;1
1080;364;7511;4;1
1080;379;7511;4;1
1080;380;7534;4;1
1080;395;7501;1;1
1080;407;7511;4;1
1080;453;7511;4;1
1080;454;7511;4;1
1082;58;7515;4;1
1082;74;7515;4;1
1082;422;7515;4;1
1082;437;7515;4;1
1087;103;7534;4;1
1087;343;7535;4;1
1087;371;7534;4;1
1090;394;7505;1;1
1090;417;7505;1;1
1091;147;7535;4;1
1092;46;7537;1;1
1092;53;7537;1;1
1092;66;7532;1;1
1092;117;7532;1;1
1092;132;7529;1;1
1092;142;7539;1;1
1092;170;7537;1;1
1092;198;7529;1;1
1092;215;7537;1;1
1092;273;7532;1;1
1092;274;7539;1;1
1092;301;7529;1;1
1092;332;7529;1;1
1095;166;7520;1;1
1095;167;7520;1;1
1095;180;7523;1;1
1095;182;7520;1;1
1095;194;7521;1;1
1095;250;7522;1;1
1095;257;7520;1;1
1095;264;7523;1;1
1095;272;7522;1;1
1095;278;7521;1;1
1096;126;7520;1;1
1096;127;7520;1;1
1096;142;7520;1;1
1096;154;7520;1;1
1096;196;7520;1;1
1096;210;7521;1;1
1096;220;7520;1;1
1096;221;7520;1;1
1096;236;7520;1;1
1096;238;7521;1;1
1096;252;7521;1;1
1097;181;7522;1;1
1097;195;7521;1;1
1097;198;7525;1;1
1097;228;7525;1;1
1097;243;7525;1;1
1097;279;7520;1;1
1097;293;7520;1;1
1098;121;7520;1;1
1098;122;7521;1;1
1098;123;7520;1;1
1098;126;7525;1;1
1098;186;7525;1;1
1099;183;7521;1;1
1099;197;7520;1;1
1099;225;7520;1;1
1099;239;7523;1;1
1099;252;7520;1;1
1099;266;7523;1;1
1099;322;7520;1;1
1099;350;7520;1;1
1100;152;7520;1;1
1100;167;7520;1;1
1100;182;7521;1;1
1100;212;7521;1;1
1100;227;7521;1;1
1100;235;7522;1;1
1100;257;7521;1;1
1100;272;7523;1;1
1100;287;7523;1;1
1101;152;7535;4;1
1101;224;7515;4;1
1101;245;7534;4;1
1101;289;7506;1;1
1101;384;7534;4;1
1106;39;7532;1;1
1106;53;7529;1;1
1106;70;7539;1;1
1106;113;7532;1;1
1106;142;7529;1;1
1106;180;7505;1;1
1106;202;7532;1;1
1106;231;7529;1;1
1108;91;7501;1;1
1108;131;7501;1;1
1108;235;7504;1;1
1108;408;7501;1;1
1108;434;7501;1;1
1108;438;7501;1;1
1109;89;7501;1;1
1109;214;7501;1;1
1109;244;7501;1;1
1109;358;7500;1;1
1109;409;7501;1;1
1109;416;7500;1;1
1109;436;7500;1;1
1109;440;7501;1;1
1109;442;7501;1;1
1109;444;7500;1;1
1109;445;7500;1;1
1111;68;7501;1;1
1111;112;7501;1;1
1111;125;7500;1;1
1111;126;7500;1;1
1111;157;7501;1;1
1111;295;7504;1;1
1111;311;7500;1;1
1111;312;7500;1;1
1111;339;7500;1;1
1111;342;7501;1;1
1111;365;7504;1;1
1111;396;7501;1;1
1111;447;7501;1;1
1129;34;7534;4;1
1129;47;7505;1;1
1129;67;7502;1;1
1129;75;7501;1;1
1129;98;7501;1;1
1129;99;7535;4;1
1129;146;7502;1;1
1129;187;7500;1;1
1129;230;7500;1;1
1129;244;7534;4;1
1129;267;7535;4;1
1129;303;7500;1;1
1129;375;7500;1;1
1129;431;7501;1;1
1129;432;7500;1;1
1129;459;7505;1;1
1131;186;7533;4;1
1131;194;7533;4;1
1131;283;7502;1;1
1131;317;1528;1;1
1131;318;1532;1;1
1140;160;7500;1;1
1140;161;7511;4;1
1140;175;7511;4;1
1140;256;7506;1;1
1140;287;7500;1;1
1143;186;7533;4;1
1143;342;7535;4;1
1144;229;6701;1;1
1144;286;6700;1;1
1155;341;1533;1;1
1165;179;7504;1;1
1167;90;7502;1;1
1167;128;7512;4;1
1167;133;7503;1;1
1167;141;7501;1;1
1167;142;7502;1;1
1167;162;7511;4;1
1167;170;7512;4;1
1167;185;7502;1;1
1167;343;7500;1;1
1167;366;7511;4;1
1167;371;7512;4;1
1167;405;7500;1;1
1167;445;7513;4;1
1167;460;7500;1;1
1167;461;7513;4;1
1167;462;7501;1;1
1170;198;7500;1;1
1170;234;7501;1;1
1170;386;7502;1;1
1184;271;7535;4;1
1184;308;7535;4;1
1184;350;688;1;1
1184;436;7535;4;1
1186;254;7535;4;1
1186;282;7535;4;1
1186;310;7535;4;1
1191;108;7535;4;1
1191;368;7535;4;1
1195;180;7535;4;1
1195;270;7535;4;1
11964;228;329;1;1
11964;253;609;1;1
11990;242;423;1;1
1200;17;7534;4;1
1200;46;7534;4;1
1200;100;688;1;1
1200;109;7535;4;1
1200;151;7534;4;1
1200;157;7534;4;1
1200;176;7535;4;1
1200;265;7535;4;1
1200;271;7534;4;1
1200;394;7534;4;1
1200;403;7535;4;1
12057;268;7520;1;1
12061;52;7524;1;1
12061;66;7525;1;1
12061;265;7525;1;1
12061;280;7525;1;1
12061;310;7524;1;1
12061;325;7524;1;1
12063;78;7352;1;1
12083;268;7520;1;1
12102;163;499;1;1
12122;181;7519;1;1
12130;291;7535;0;1
1213;253;7536;4;1
1213;267;7536;4;1
12173;253;1324;1;1
12191;195;1032;1;1
12191;263;1032;1;1
12191;272;1032;1;1
12191;396;1032;1;1
12191;400;1032;1;1
12199;210;1722;2;1
12200;229;495;1;1
12202;207;445;1;1
1247;77;7514;4;1
1247;81;7513;4;1
1247;96;7513;4;1
1247;112;7512;4;1
1247;124;7513;4;1
1247;141;7514;4;1
1247;147;7517;4;1
1247;162;7511;4;1
1247;170;7514;4;1
1247;171;7514;4;1
1247;176;7511;4;1
1247;177;7511;4;1
1247;191;7511;4;1
1247;266;7517;4;1
1247;280;7511;4;1
1247;281;7511;4;1
1247;296;7511;4;1
1247;309;7511;4;1
1247;340;7512;4;1
1247;353;7513;4;1
1247;366;7513;4;1
1247;381;7514;4;1
1247;409;7514;4;1
1247;425;7514;4;1
1247;426;7513;4;1
1253;132;7533;4;1
1253;146;7533;4;1
1253;171;7533;4;1
1253;186;7533;4;1
1253;187;7533;4;1
1253;241;7533;4;1
1253;251;7533;4;1
1253;256;7533;4;1
1253;265;7533;4;1
1253;266;7533;4;1
1253;438;7533;4;1
1262;180;7532;1;1
1262;252;7532;1;1
1262;254;7530;1;1
1262;268;7530;1;1
1262;396;7530;1;1
1265;68;7537;1;1
1265;82;7532;1;1
1265;110;7529;1;1
1265;154;7529;1;1
1265;243;7539;1;1
1265;286;7537;1;1
1265;313;7529;1;1
1265;314;7532;1;1
1265;388;7539;1;1
1265;430;7532;1;1
1265;431;7537;1;1
1265;444;7529;1;1
1266;417;7529;1;1
1266;419;7529;1;1
1267;18;7537;1;1
1267;49;7537;1;1
1267;60;7532;1;1
1267;63;7532;1;1
1267;71;7539;1;1
1267;91;7529;1;1
1267;103;7529;1;1
1267;106;7529;1;1
1267;167;7535;4;1
1267;171;7537;1;1
1267;185;7532;1;1
1267;213;7529;1;1
1267;344;7529;1;1
1267;376;7537;1;1
1267;419;7532;1;1
1269;139;7534;4;1
1269;225;7535;4;1
1269;295;7535;4;1
1269;307;7534;4;1
1269;408;7533;4;1
1269;418;7533;4;1
1272;30;7511;4;1
1272;44;7511;4;1
1272;45;7511;4;1
1272;55;7512;4;1
1272;64;7511;4;1
1272;66;7512;4;1
1272;69;7512;4;1
1272;73;7511;4;1
1272;78;7511;4;1
1272;79;7511;4;1
1272;92;7513;4;1
1272;93;7511;4;1
1272;107;7513;4;1
1272;108;7513;4;1
1272;122;7513;4;1
1272;123;7513;4;1
1272;124;7512;4;1
1272;132;7514;4;1
1272;137;7513;4;1
1272;146;7514;4;1
1272;160;7514;4;1
1272;181;7512;4;1
1272;206;7511;4;1
1272;209;7512;4;1
1272;215;7516;4;1
1272;220;7511;4;1
1272;224;7514;4;1
1272;231;7512;4;1
1272;234;7511;4;1
1272;238;7514;4;1
1272;239;7512;4;1
1272;244;7515;4;1
1272;248;7511;4;1
1272;255;7512;4;1
1272;259;7516;4;1
1272;337;7517;4;1
1272;342;7517;4;1
1272;357;7517;4;1
1274;27;7532;1;1
1274;84;7532;1;1
1274;95;7529;1;1
1274;99;7537;1;1
1274;100;7539;1;1
1274;113;7529;1;1
1274;157;7532;1;1
1274;171;7529;1;1
1274;228;7529;1;1
1274;257;7537;1;1
1274;271;7532;1;1
1274;279;7529;1;1
1274;307;7532;1;1
1274;325;7532;1;1
1274;344;7532;1;1
1274;351;7529;1;1
1274;354;7537;1;1
1274;358;7537;1;1
1274;374;7539;1;1
1274;380;7537;1;1
1274;438;7539;1;1
1276;46;7533;4;1
1276;88;7533;4;1
1276;103;7533;4;1
1276;198;7533;4;1
1276;277;7533;4;1
1276;279;7533;4;1
1276;292;7533;4;1
1276;293;7533;4;1
1276;370;7533;4;1
1276;397;7533;4;1
1276;398;7533;4;1
1276;399;7533;4;1
1279;74;7519;1;1
1279;305;7515;4;1
1279;408;7515;4;1
1281;34;7512;4;1
1281;48;7512;4;1
1281;98;7511;4;1
1281;269;7513;4;1
1281;272;7513;4;1
1281;285;7513;4;1
1281;288;7513;4;1
1281;300;7514;4;1
1281;313;7513;4;1
1281;314;7514;4;1
1281;315;7514;4;1
1281;316;7512;4;1
1281;327;7513;4;1
1281;328;7514;4;1
1281;331;7512;4;1
1281;346;7512;4;1
1281;361;7512;4;1
1281;370;7513;4;1
1281;373;7511;4;1
1281;385;7514;4;1
1281;386;7512;4;1
1281;387;7511;4;1
1281;390;7514;4;1
1281;399;7514;4;1
1281;400;7512;4;1
1281;402;7511;4;1
1281;404;7514;4;1
1281;414;7512;4;1
1281;428;7512;4;1
1281;443;7512;4;1
1281;447;7512;4;1
1281;448;7513;4;1
1281;461;7512;4;1
1284;51;7502;1;1
1284;85;7508;1;1
1284;86;7500;1;1
1284;90;7507;1;1
1284;91;7500;1;1
1284;99;7502;1;1
1284;100;7502;1;1
1284;169;7502;1;1
1284;198;7502;1;1
1284;298;7502;1;1
1284;306;7502;1;1
1286;68;7501;1;1
1286;69;7533;4;1
1286;85;7501;1;1
1286;180;7501;1;1
1286;239;7501;1;1
1286;268;7501;1;1
1286;280;7501;1;1
1286;282;7501;1;1
1286;283;7501;1;1
1286;338;7533;4;1
1286;361;7501;1;1
1286;417;7501;1;1
1286;461;7533;4;1
1287;39;7529;1;1
1287;55;7529;1;1
1287;101;7529;1;1
1287;109;7529;1;1
1287;271;7529;1;1
1289;33;7502;1;1
1289;44;7502;1;1
1289;46;7502;1;1
1289;126;7502;1;1
1289;154;7502;1;1
1289;170;7502;1;1
1289;172;7502;1;1
1289;198;7502;1;1
1289;236;7502;1;1
1289;423;7502;1;1
1289;437;7502;1;1
1289;442;7502;1;1
1289;455;7502;1;1
1290;28;7539;1;1
1290;102;7532;1;1
1290;122;7537;1;1
1290;146;7529;1;1
1290;179;7532;1;1
1290;238;7529;1;1
1290;242;7537;1;1
1290;270;7529;1;1
1290;271;7532;1;1
1290;273;7539;1;1
1290;293;7532;1;1
1290;301;7537;1;1
1290;321;7529;1;1
1290;336;7529;1;1
1290;339;7529;1;1
1290;422;7535;4;1
1290;437;7535;4;1
1290;471;7529;1;1
1299;79;7501;1;1
1299;143;7501;1;1
1299;192;7501;1;1
1299;199;7501;1;1
1299;200;7501;1;1
1299;408;7501;1;1
1302;49;7500;1;1
1302;54;7500;1;1
1302;64;7504;1;1
1302;73;7500;1;1
1302;86;7504;1;1
1302;97;7502;1;1
1302;115;7502;1;1
1302;132;7504;1;1
1302;179;7502;1;1
1302;220;7506;1;1
1302;297;7502;1;1
1302;409;7502;1;1
1302;422;7502;1;1
1303;51;7500;1;1
1303;66;7500;1;1
1303;91;7500;1;1
1303;98;7500;1;1
1303;158;7501;1;1
1303;182;7501;1;1
1303;408;7501;1;1
1303;431;7500;1;1
1304;108;7500;1;1
1304;124;7500;1;1
1304;193;7500;1;1
1304;244;7500;1;1
1304;310;7506;1;1
1304;335;7500;1;1
1305;60;7501;1;1
1305;121;7501;1;1
1305;126;7501;1;1
1305;150;7501;1;1
1305;156;7501;1;1
1305;176;7501;1;1
1305;178;7501;1;1
1305;184;7501;1;1
1305;193;7501;1;1
1305;273;7501;1;1
1305;410;7501;1;1
1305;412;7501;1;1
1310;262;7513;4;1
1310;277;7513;4;1
1310;281;7513;4;1
1310;291;7513;4;1
1310;295;7513;4;1
1310;296;7513;4;1
1310;310;7513;4;1
1310;325;7513;4;1
1310;354;7513;4;1
1310;368;7513;4;1
1312;75;7502;1;1
1312;113;7502;1;1
1312;172;7502;1;1
1312;189;7500;1;1
1312;191;7502;1;1
1312;287;7503;1;1
1312;322;7502;1;1
1312;337;7500;1;1
1312;344;7502;1;1
1312;359;7502;1;1
1314;94;7501;1;1
1314;97;7501;1;1
1314;104;7501;1;1
1314;389;7502;1;1
1314;452;7503;1;1
1316;176;7501;1;1
1316;180;7502;1;1
1316;201;7501;1;1
1316;418;7501;1;1
1316;442;7502;1;1
1317;62;7517;4;1
1317;74;7517;4;1
1317;76;7517;4;1
1317;83;7517;4;1
1317;90;7517;4;1
1317;226;7517;4;1
1317;254;7517;4;1
1317;394;7517;4;1
1317;409;7517;4;1
1317;423;7517;4;1
1320;68;7500;1;1
1320;75;7503;1;1
1320;83;7500;1;1
1320;89;7503;1;1
1320;102;7503;1;1
1320;112;7503;1;1
1320;135;7502;1;1
1320;142;7500;1;1
1320;164;7500;1;1
1320;245;7503;1;1
1320;344;7503;1;1
1320;380;7503;1;1
1321;61;7501;1;1
1321;107;7501;1;1
1321;171;7501;1;1
1321;184;7502;1;1
1321;205;7501;1;1
1321;240;7501;1;1
1321;295;7501;1;1
1321;338;7534;4;1
1321;347;7501;1;1
1321;364;7500;1;1
1321;376;7534;4;1
1321;379;7534;4;1
1321;389;7501;1;1
1321;445;7502;1;1
1322;296;7500;1;1
1322;318;7500;1;1
1322;364;7500;1;1
1322;388;7500;1;1
1322;407;7500;1;1
1322;415;7500;1;1
1322;431;7500;1;1
1323;41;7500;1;1
1323;69;7503;1;1
1323;100;7503;1;1
1323;128;7503;1;1
1323;132;7503;1;1
1323;187;7503;1;1
1323;206;7503;1;1
1323;221;7503;1;1
1323;277;7503;1;1
1323;371;7503;1;1
1323;424;7503;1;1
1325;30;7535;4;1
1325;411;7535;4;1
1332;142;7501;1;1
1332;344;7501;1;1
1337;16;7515;4;1
1337;17;7515;4;1
1337;26;7515;4;1
1337;31;7515;4;1
1337;32;7515;4;1
1337;40;7515;4;1
1337;45;7515;4;1
1337;46;7515;4;1
1337;60;7515;4;1
1337;70;7515;4;1
1337;89;7515;4;1
1337;152;7515;4;1
1337;220;7515;4;1
1337;239;7515;4;1
1337;253;7515;4;1
1337;254;7515;4;1
1337;268;7515;4;1
1337;269;7515;4;1
1337;283;7515;4;1
1337;284;7515;4;1
1337;298;7515;4;1
1337;353;7515;4;1
1337;368;7515;4;1
1339;45;7511;4;1
1339;59;7511;4;1
1339;70;7513;4;1
1339;74;7511;4;1
1339;108;7514;4;1
1339;122;7514;4;1
1339;123;7514;4;1
1339;137;7514;4;1
1339;138;7514;4;1
1339;152;7514;4;1
1339;153;7514;4;1
1339;167;7514;4;1
1339;192;7512;4;1
1339;205;7512;4;1
1339;338;7511;4;1
1339;353;7511;4;1
1339;367;7511;4;1
1339;368;7511;4;1
1339;381;7511;4;1
1339;382;7511;4;1
1339;396;7511;4;1
1339;397;7511;4;1
1340;132;7518;4;1
1340;146;7518;4;1
1340;147;7518;4;1
1340;161;7518;4;1
1340;323;7518;4;1
1340;337;7518;4;1
1340;338;7518;4;1
1340;352;7518;4;1
1340;353;7518;4;1
1340;367;7518;4;1
1341;310;7501;1;1
1341;401;7501;1;1
1343;104;7501;1;1
1343;114;7501;1;1
1343;118;7500;1;1
1343;337;7501;1;1
1343;358;7501;1;1
1343;371;7501;1;1
1343;408;7501;1;1
1344;41;7513;4;1
1344;42;7513;4;1
1344;45;7513;4;1
1344;56;7513;4;1
1344;98;7513;4;1
1345;83;7502;1;1
1345;125;7502;1;1
1345;128;7502;1;1
1345;156;7502;1;1
1345;176;7502;1;1
1349;52;7513;4;1
1349;53;7513;4;1
1349;54;7513;4;1
1349;55;7513;4;1
1349;56;7513;4;1
1349;67;7513;4;1
1349;68;7513;4;1
1349;69;7513;4;1
